web-scraper-order,web-scraper-start-url,data001,data001-href,Nom,Prix,Adresse,Image-src
"1739055893-94","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots","https://sn.coinafrique.com/annonce/chiens/chiots-2452744","Chiots","300 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5159624_uploaded_image1_1738174976.jpg"
"1739055896-95","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Malinois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-2457699","Chiots Malinois","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1739055898-96","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Bichons Maltais","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-2460286","Chiots Bichons Maltais","195 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1739055901-97","https://sn.coinafrique.com/categorie/chiens?page=9","Yorkshire toy femelle","https://sn.coinafrique.com/annonce/chiens/yorkshire-toy-femelle-2466136","Yorkshire toy femelle","750 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2466136_uploaded_image1_1595344530.jpg"
"1739055904-98","https://sn.coinafrique.com/categorie/chiens?page=9","Chiens  Berger allemand","https://sn.coinafrique.com/annonce/chiens/chiens-berger-allemand-2482151","Chiens  Berger allemand","200 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3424026_uploaded_image3_1636184109.jpeg"
"1739055906-99","https://sn.coinafrique.com/categorie/chiens?page=9","Berger allemand","https://sn.coinafrique.com/annonce/chiens/berger-allemand-2508974","Berger allemand","175 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3742224_uploaded_image1_1655226051.jpg"
"1739055909-100","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Rottweiler","https://sn.coinafrique.com/annonce/chiens/chiots-rottweiler-2528100","Chiots Rottweiler","300 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2625896_uploaded_image1_1600107671.jpg"
"1739055912-101","https://sn.coinafrique.com/categorie/chiens?page=9","Chien chiwawa","https://sn.coinafrique.com/annonce/chiens/chien-chiwawa-2533324","Chien chiwawa","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2533324_uploaded_image1_1597146281.jpg"
"1739055914-102","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot berger malinois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-2534330","Chiot berger malinois","250 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_3899662_uploaded_image1_1664548562.jpg"
"1739055917-103","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-2535190","Chiot Berger Allemand","150 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4679501_uploaded_image1_1712415418.jpg"
"1739055919-104","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots shih tzu","https://sn.coinafrique.com/annonce/chiens/chiots-shih-tzu-2536904","Chiots shih tzu","250 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_2536904_uploaded_image1_1597236557.jpg"
"1739055922-105","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots berger allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-2541838","Chiots berger allemand","250 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2541838_uploaded_image1_1597368796.jpg"
"1739055924-106","https://sn.coinafrique.com/categorie/chiens?page=9","Belger allemand","https://sn.coinafrique.com/annonce/chiens/belger-allemand-2544470","Belger allemand","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2544470_uploaded_image1_1597451496.jpg"
"1739055926-107","https://sn.coinafrique.com/categorie/chiens?page=9","Malinois","https://sn.coinafrique.com/annonce/chiens/malinois-2544486","Malinois","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1739055929-108","https://sn.coinafrique.com/categorie/chiens?page=9","Canish","https://sn.coinafrique.com/annonce/chiens/canish-2551556","Canish","250 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2551556_uploaded_image1_1597687758.jpg"
"1739055931-109","https://sn.coinafrique.com/categorie/chiens?page=9","Femelle pitbull","https://sn.coinafrique.com/annonce/chiens/femelle-pitbull-2555833","Femelle pitbull","120 000 CFA","Bargny, Sénégal","https://images.coinafrique.com/thumb_2555833_uploaded_image1_1597802491.jpg"
"1739055934-110","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Boerboel","https://sn.coinafrique.com/annonce/chiens/chiots-boerboel-2557147","Chiots Boerboel","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2557147_uploaded_image1_1597839325.jpg"
"1739055937-111","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Doberman","https://sn.coinafrique.com/annonce/chiens/chiots-doberman-2567144","Chiots Doberman","650 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_3495193_uploaded_image1_1640255635.jpg"
"1739055939-112","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Bulldog","https://sn.coinafrique.com/annonce/chiens/chiots-bulldog-2567149","Chiots Bulldog","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4056315_uploaded_image1_1674120801.jpg"
"1739055942-113","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Kangal","https://sn.coinafrique.com/annonce/chiens/chiot-kangal-2567155","Chiot Kangal","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2567155_uploaded_image1_1598112585.jpg"
"1739055945-114","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot  Chiuawa","https://sn.coinafrique.com/annonce/chiens/chiot-chiuawa-2567166","Chiot  Chiuawa","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2567166_uploaded_image1_1598112763.jpg"
"1739055947-115","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Spitz Pomperanian","https://sn.coinafrique.com/annonce/chiens/chiot-spitz-pomperanian-2567174","Chiot Spitz Pomperanian","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2578678_uploaded_image1_1598473259.jpg"
"1739055950-116","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Malinois pur sang","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-pur-sang-2567608","Chiots Malinois pur sang","250 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_2567608_uploaded_image1_1598126860.jpg"
"1739055952-117","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Rotweiller","https://sn.coinafrique.com/annonce/chiens/chiot-rotweiller-2567679","Chiot Rotweiller","300 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2619263_uploaded_image1_1599843271.jpg"
"1739055955-118","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Rottweiller","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2575614","Chiot Rottweiller","300 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2619263_uploaded_image1_1599843271.jpg"
"1739055957-119","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Spitz nain Pomeranian","https://sn.coinafrique.com/annonce/chiens/chiots-spitz-nain-pomeranian-2578678","Chiots Spitz nain Pomeranian","1 900 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4105901_uploaded_image1_1677094228.jpg"
"1739055960-120","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Rottweiller","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2580700","Chiot Rottweiller","300 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2619263_uploaded_image1_1599843271.jpg"
"1739055962-121","https://sn.coinafrique.com/categorie/chiens?page=9","Chien Bichon","https://sn.coinafrique.com/annonce/chiens/chien-bichon-2581230","Chien Bichon","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3287244_uploaded_image1_1629321508.jpg"
"1739055965-122","https://sn.coinafrique.com/categorie/chiens?page=9","Malinois","https://sn.coinafrique.com/annonce/chiens/malinois-2581239","Malinois","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1739055967-123","https://sn.coinafrique.com/categorie/chiens?page=9","Chien Berger","https://sn.coinafrique.com/annonce/chiens/chien-berger-2581250","Chien Berger","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4970950_uploaded_image1_1727800187.jpg"
"1739055970-124","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-2584995","Chiots Berger Allemand","180 000 CFA","Bargny, Sénégal","https://images.coinafrique.com/thumb_2584995_uploaded_image1_1598726974.jpg"
"1739055972-125","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot rottweiller","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2589325","Chiot rottweiller","300 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2619263_uploaded_image1_1599843271.jpg"
"1739055975-126","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Pitbull","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-2591285","Chiot Pitbull","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4951773_uploaded_image1_1726751081.jpg"
"1739055977-127","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot bulldog anglais","https://sn.coinafrique.com/annonce/chiens/chiot-bulldog-anglais-2593026","Chiot bulldog anglais","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2593026_uploaded_image1_1599001771.jpg"
"1739055980-128","https://sn.coinafrique.com/categorie/chiens?page=9","Bichon Maltais","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-2598132","Bichon Maltais","230 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1739055983-129","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots race Bichon","https://sn.coinafrique.com/annonce/chiens/chiots-race-bichon-2601423","Chiots race Bichon","200 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2601423_uploaded_image1_1599252254.jpg"
"1739055992-130","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Bichon","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-2603096","Chiots Bichon","200 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1739055995-131","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Rottweiller","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2603171","Chiot Rottweiller","250 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2619263_uploaded_image1_1599843271.jpg"
"1739055997-132","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Bichon","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-2603812","Chiots Bichon","200 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4463994_uploaded_image1_1700397411.jpg"
"1739055999-133","https://sn.coinafrique.com/categorie/chiens?page=8","Husky pure race","https://sn.coinafrique.com/annonce/chiens/husky-pure-race-2614016","Husky pure race","450 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3032898_uploaded_image1_1617282596.jpg"
"1739056002-134","https://sn.coinafrique.com/categorie/chiens?page=8","Bichon maltais","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-2614957","Bichon maltais","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4812592_uploaded_image1_1719436345.jpg"
"1739056004-135","https://sn.coinafrique.com/categorie/chiens?page=8","Chien rottweiller","https://sn.coinafrique.com/annonce/chiens/chien-rottweiller-2617202","Chien rottweiller","300 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2617202_uploaded_image1_1599768247.jpg"
"1739056007-136","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-2618543","Chiot Berger Allemand","2 500 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4779635_uploaded_image1_1717531124.jpg"
"1739056010-137","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot rottweiller","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2619263","Chiot rottweiller","250 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2619263_uploaded_image1_1599843271.jpg"
"1739056012-138","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Rottweiler pur sang","https://sn.coinafrique.com/annonce/chiens/chiots-rottweiler-pur-sang-2625896","Chiots Rottweiler pur sang","300 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2625896_uploaded_image1_1600107671.jpg"
"1739056015-139","https://sn.coinafrique.com/categorie/chiens?page=8","Caniche Bichon Maltais","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-maltais-2629161","Caniche Bichon Maltais","465 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2629161_uploaded_image1_1600223864.jpg"
"1739056018-140","https://sn.coinafrique.com/categorie/chiens?page=8","Chiens","https://sn.coinafrique.com/annonce/chiens/chiens-2631397","Chiens","20 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2631397_uploaded_image1_1600290558.jpg"
"1739056021-141","https://sn.coinafrique.com/categorie/chiens?page=8","Chien Red Nose pur sang","https://sn.coinafrique.com/annonce/chiens/chien-red-nose-pur-sang-2636139","Chien Red Nose pur sang","90 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_2636139_uploaded_image1_1600454579.jpg"
"1739056024-142","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Chowchow","https://sn.coinafrique.com/annonce/chiens/chiots-chowchow-2636642","Chiots Chowchow","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2636642_uploaded_image1_1600483273.jpg"
"1739056026-143","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Carlin","https://sn.coinafrique.com/annonce/chiens/chiots-carlin-2636645","Chiots Carlin","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4056315_uploaded_image1_1674120801.jpg"
"1739056029-144","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Husky sibérien","https://sn.coinafrique.com/annonce/chiens/chiot-husky-siberien-2647792","Chiot Husky sibérien","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2647792_uploaded_image1_1600900758.jpg"
"1739056031-145","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot pitbull","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-2678151","Chiot pitbull","150 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2678151_uploaded_image1_1602079553.jpg"
"1739056034-146","https://sn.coinafrique.com/categorie/chiens?page=8","Chien malinois","https://sn.coinafrique.com/annonce/chiens/chien-malinois-2683719","Chien malinois","180 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2683719_uploaded_image1_1602268170.jpg"
"1739056036-147","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot bulldog françai","https://sn.coinafrique.com/annonce/chiens/chiot-bulldog-francai-2696757","Chiot bulldog françai","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4056315_uploaded_image1_1674120801.jpg"
"1739056047-148","https://sn.coinafrique.com/categorie/chiens?page=8","Caniche pur sang","https://sn.coinafrique.com/annonce/chiens/caniche-pur-sang-2699954","Caniche pur sang","250 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_2699954_uploaded_image1_1602880167.jpg"
"1739056049-149","https://sn.coinafrique.com/categorie/chiens?page=8","Chien Husky sibérien","https://sn.coinafrique.com/annonce/chiens/chien-husky-siberien-2706061","Chien Husky sibérien","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2706061_uploaded_image1_1603146923.jpg"
"1739056052-150","https://sn.coinafrique.com/categorie/chiens?page=8","Chien berger allemand","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-2727458","Chien berger allemand","250 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4716925_uploaded_image1_1714422080.jpg"
